garden_area,terrace_area,locality,type_of_property,subtype_of_property,type_of_sale,zip_code,url,state_of_the_building,terrace,open_fire,swimming_pool,price,garden,number_of_facades,number_of_rooms,fully_equipped_kitchen,area,furnished,surface_of_the_land,area_text,bid,equipped_kitchen
28,20,saint-nicolas,house,house,for-sale,4420,https://www.immoweb.be/en/classified/house/for-sale/saint-nicolas/4420/10049572?searchId=633aeaf1e42e4,good,1,0,0,199000,1,2,3,Semi equipped,90,0,54,numeric,0,1.0
314,9,herbeumont,house,house,for-sale,6887,https://www.immoweb.be/en/classified/house/for-sale/herbeumont/6887/9993998?searchId=633aeaf1e42e4,good,1,0,0,199000,1,4,3,Installed,161,,400,numeric,0,1.0
151,15,baudour,house,house,for-sale,7331,https://www.immoweb.be/en/classified/house/for-sale/baudour/7331/10103885?searchId=633aeaf1e42e4,good,1,0,0,199000,1,2,4,Not installed,104,,247,numeric,0,0.0
270,45,grace-hollogne,house,house,for-sale,4460,https://www.immoweb.be/en/classified/house/for-sale/grace-hollogne/4460/9851175?searchId=633aeaf1e42e4,good,1,0,0,199500,1,3,4,Hyper equipped,120,1,208,numeric,0,1.0
150,30,charleroi-mont-sur-marchienne,house,villa,bid,6032,https://www.immoweb.be/en/classified/villa/for-sale/charleroi-mont-sur-marchienne/6032/10016972?searchId=633aeaf1e42e4,to rebuild,1,0,0,199900,1,4,4,Installed,180,0,435,numeric,1,1.0
0,0,lessines,house,house,for-sale,7860,https://www.immoweb.be/en/classified/house/for-sale/lessines/7860/9959978?searchId=633aeaf1e42e4,to renovate,0,0,0,200000,0,3,3,,185,,770,numeric,0,
14,0,oostende,house,house,for-sale,8400,https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/9900725?searchId=633aeaf1e42e4,not mentioned,0,0,0,208500,1,2,3,Installed,117,0,77,numeric,0,1.0
90,50,liege-chenee,house,house,for-sale,4032,https://www.immoweb.be/en/classified/house/for-sale/liege-chenee/4032/9973104?searchId=633aeaf1e42e4,good,1,0,1,209000,1,2,4,Installed,130,0,192,numeric,0,1.0
0,0,herzele,house,house,for-sale,9550,https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/10108447?searchId=633aeaf1e42e4,to renovate,0,0,0,210000,0,2,3,Installed,189,,680,numeric,0,1.0
250,30,waremme,house,house,bid,4300,https://www.immoweb.be/en/classified/house/for-sale/waremme/4300/9983202?searchId=633aeaf1e42e4,to renovate,1,0,0,215000,1,2,4,Installed,138,0,378,numeric,1,1.0
954,0,la-louviere-maurage,house,villa,bid,7110,https://www.immoweb.be/en/classified/villa/for-sale/la-louviere-maurage/7110/9925846?searchId=633aeaf1e42e4,good,0,0,0,215000,1,4,3,Installed,110,,1038,numeric,1,1.0
0,0,ardooie,house,house,for-sale,8850,https://www.immoweb.be/en/classified/house/for-sale/ardooie/8850/10085354?searchId=633aeaf1e42e4,good,0,0,0,215000,0,1,2,Not installed,144,0,0,numeric,0,0.0
0,0,izegem,house,house,for-sale,8870,https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/10111957?searchId=633aeaf1e42e4,to rebuild,0,0,0,215000,0,,3,Installed,168,,322,numeric,0,1.0
210,0,poperinge,house,house,for-sale,8972,https://www.immoweb.be/en/classified/house/for-sale/poperinge/8972/10111510?searchId=633aeaf1e42e4,good,0,0,0,215000,1,2,3,Installed,155,0,302,numeric,0,1.0
10,0,chatelet-chatelineau,house,house,bid,6200,https://www.immoweb.be/en/classified/house/for-sale/chatelet-chatelineau/6200/9889267?searchId=633aeaf1e42e4,as new,0,0,0,219000,1,3,2,Installed,120,0,170,numeric,1,1.0
0,0,kortrijk,house,house,for-sale,8500,https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/9909005?searchId=633aeaf1e42e4,good,0,0,0,219000,0,2,4,,170,0,248,numeric,0,
0,0,gent,house,house,for-sale,9000,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10100996?searchId=633aeaf1e42e4,to renovate,0,0,0,219000,0,,4,,102,0,0,numeric,0,
0,70,ham-sur-sambre,house,house,for-sale,5190,https://www.immoweb.be/en/classified/house/for-sale/ham-sur-sambre/5190/10120576?searchId=633aeaf1e42e4,as new,1,0,0,220000,0,2,3,Installed,157,0,978,numeric,0,1.0
0,0,bastogne,house,house,bid,6600,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/9795681?searchId=633aeaf1e42e4,good,0,0,0,220000,0,,5,Semi equipped,,0,1671,na,1,1.0
0,0,maaseik,house,house,for-sale,3680,https://www.immoweb.be/en/classified/house/for-sale/maaseik/3680/10104019?searchId=633aeaf1e42e4,good,0,0,0,227000,0,4,3,Installed,145,0,0,numeric,0,1.0
308,0,budingen,house,house,for-sale,3440,https://www.immoweb.be/en/classified/house/for-sale/budingen/3440/10071052?searchId=633aeaf1e42e4,good,0,0,0,235000,1,4,3,,175,0,644,numeric,0,
45,0,dendermonde,house,house,for-sale,9200,https://www.immoweb.be/en/classified/house/for-sale/dendermonde/9200/10092672?searchId=633aeaf1e42e4,to renovate,0,0,0,235000,1,2,4,Installed,185,,159,numeric,0,1.0
0,0,oeselgem,house,house,for-sale,8720,https://www.immoweb.be/en/classified/house/for-sale/oeselgem/8720/10059506?searchId=633aeaf1e42e4,as new,0,0,0,239000,0,,3,Installed,126,0,256,numeric,0,1.0
0,0,nieuwpoort,house,house,for-sale,8620,https://www.immoweb.be/en/classified/house/for-sale/nieuwpoort/8620/9972770?searchId=633aeaf1e42e4,to rebuild,0,0,0,240000,0,,4,Semi equipped,105,0,90,numeric,0,1.0
0,0,kuurne,house,house,for-sale,8520,https://www.immoweb.be/en/classified/house/for-sale/kuurne/8520/9947593?searchId=633aeaf1e42e4,good,0,0,0,245000,0,4,2,,127,0,240,numeric,0,
110,25,aartselaar,house,house,for-sale,2630,https://www.immoweb.be/en/classified/house/for-sale/aartselaar/2630/10116286?searchId=633aeaf1e42e4,not mentioned,1,0,0,250000,1,,3,,135,0,221,numeric,0,
538,95,falisolle,house,house,for-sale,5060,https://www.immoweb.be/en/classified/house/for-sale/falisolle/5060/9846966?searchId=633aeaf1e42e4,good,1,0,0,255000,1,2,4,Semi equipped,355,0,690,numeric,0,1.0
0,0,tongeren,house,other-property,for-sale,3700,https://www.immoweb.be/en/classified/other-property/for-sale/tongeren/3700/9920844?searchId=633aeaf1e42e4,just renovated,0,0,0,260000,0,,3,Installed,170,,86,numeric,0,1.0
0,31,chatelet,house,house,for-sale,6200,https://www.immoweb.be/en/classified/house/for-sale/chatelet/6200/9636914?searchId=633aeaf1e42e4,as new,1,0,0,260000,0,1,3,Installed,145,0,110,numeric,0,1.0
0,0,petit-enghien,house,house,for-sale,7850,https://www.immoweb.be/en/classified/house/for-sale/petit-enghien/7850/10104625?searchId=633aeaf1e42e4,good,0,0,0,265000,0,2,3,Semi equipped,150,0,535,numeric,0,1.0
430,0,kortemark,house,bungalow,for-sale,8610,https://www.immoweb.be/en/classified/bungalow/for-sale/kortemark/8610/10063621?searchId=633aeaf1e42e4,to renovate,0,0,0,265000,1,4,3,,124,0,1172,numeric,0,
0,28,aywaille,house,house,for-sale,4920,https://www.immoweb.be/en/classified/house/for-sale/aywaille/4920/10082563?searchId=633aeaf1e42e4,to renovate,1,0,0,269000,0,4,4,,144,,1154,numeric,0,
0,0,roeselare,house,house,for-sale,8800,https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/10007296?searchId=633aeaf1e42e4,to rebuild,0,0,0,269000,0,,3,Installed,164,,469,numeric,0,1.0
150,20,oudenburg,house,house,for-sale,8460,https://www.immoweb.be/en/classified/house/for-sale/oudenburg/8460/9214640?searchId=633aeaf1e42e4,to renovate,1,0,0,270000,1,,3,Installed,185,0,240,numeric,0,1.0
120,0,luttre,house,house,bid,6238,https://www.immoweb.be/en/classified/house/for-sale/luttre/6238/9864816?searchId=633aeaf1e42e4,to rebuild,0,0,0,275000,1,2,3,Semi equipped,240,0,450,numeric,1,1.0
0,0,hellebecq,house,country-cottage,for-sale,7830,https://www.immoweb.be/en/classified/country-cottage/for-sale/hellebecq/7830/10115780?searchId=633aeaf1e42e4,to rebuild,0,0,0,275000,0,4,5,Semi equipped,192,0,2440,numeric,0,1.0
100,0,waregem,house,house,for-sale,8790,https://www.immoweb.be/en/classified/house/for-sale/waregem/8790/10075870?searchId=633aeaf1e42e4,to rebuild,0,0,0,275000,1,,4,Installed,318,0,399,numeric,0,1.0
0,0,bree,house,house,for-sale,3960,https://www.immoweb.be/en/classified/house/for-sale/bree/3960/10074232?searchId=633aeaf1e42e4,as new,0,0,0,279000,0,4,3,Hyper equipped,140,,860,numeric,0,1.0
0,0,gouvy,house,house,for-sale,6670,https://www.immoweb.be/en/classified/house/for-sale/gouvy/6670/10078443?searchId=633aeaf1e42e4,to renovate,0,0,0,279000,0,,4,Semi equipped,249,0,114,numeric,0,1.0
0,0,oostende,house,house,for-sale,8400,https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/10043857?searchId=633aeaf1e42e4,to rebuild,0,0,0,279000,0,2,3,Installed,,0,166,na,0,1.0
0,0,corbais,house,house,for-sale,1435,https://www.immoweb.be/en/classified/house/for-sale/corbais/1435/10081873?searchId=633aeaf1e42e4,to rebuild,0,0,0,,0,4,4,Installed,222,,2040,numeric,0,1.0
0,19,outgaarden,house,house,for-sale,3321,https://www.immoweb.be/en/classified/house/for-sale/outgaarden/3321/10089515?searchId=633aeaf1e42e4,good,1,0,0,285000,0,2,4,,183,0,93,numeric,0,
0,0,la-louviere-trivieres,house,villa,bid,7100,https://www.immoweb.be/en/classified/villa/for-sale/la-louviere-trivieres/7100/10080349?searchId=633aeaf1e42e4,good,0,0,0,285000,0,4,5,Installed,253,0,0,numeric,1,1.0
440,0,moulbaix,house,mansion,for-sale,7812,https://www.immoweb.be/en/classified/mansion/for-sale/moulbaix/7812/9799939?searchId=633aeaf1e42e4,good,0,0,0,285000,1,3,3,Installed,220,0,551,numeric,0,1.0
50,0,waregem,house,house,for-sale,8790,https://www.immoweb.be/en/classified/house/for-sale/waregem/8790/10015663?searchId=633aeaf1e42e4,good,0,0,0,285000,1,2,3,Installed,156,0,0,numeric,0,1.0
43,0,maasmechelen,house,house,for-sale,3630,https://www.immoweb.be/en/classified/house/for-sale/maasmechelen/3630/9931567?searchId=633aeaf1e42e4,good,0,0,0,289000,1,2,3,Installed,187,,193,numeric,0,1.0
70,0,oostende,house,house,for-sale,8400,https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/10117837?searchId=633aeaf1e42e4,as new,0,0,0,289000,1,2,3,Hyper equipped,166,0,197,numeric,0,1.0
0,0,oostende,house,house,for-sale,8400,https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/10023966?searchId=633aeaf1e42e4,good,0,0,0,295000,0,,6,Installed,316,0,0,numeric,0,1.0
0,0,kuurne,house,house,for-sale,8520,https://www.immoweb.be/en/classified/house/for-sale/kuurne/8520/9781416?searchId=633aeaf1e42e4,good,0,0,0,295000,0,4,2,,171,0,484,numeric,0,
150,0,middelkerke,house,house,for-sale,8430,https://www.immoweb.be/en/classified/house/for-sale/middelkerke/8430/10118378?searchId=633aeaf1e42e4,to renovate,0,0,0,299000,1,2,5,Installed,198,0,416,numeric,0,1.0
0,15,anzegem,house,house,for-sale,8570,https://www.immoweb.be/en/classified/house/for-sale/anzegem/8570/10111829?searchId=633aeaf1e42e4,as new,1,0,0,299000,0,,3,Installed,165,0,132,numeric,0,1.0
0,0,tielt,house,house,for-sale,8700,https://www.immoweb.be/en/classified/house/for-sale/tielt/8700/10077938?searchId=633aeaf1e42e4,as new,0,0,0,299000,0,,4,Installed,211,0,278,numeric,0,1.0
0,16,sint-niklaas,house,house,for-sale,9100,https://www.immoweb.be/en/classified/house/for-sale/sint-niklaas/9100/10053298?searchId=633aeaf1e42e4,just renovated,1,0,0,299000,0,2,3,Installed,112,,60,numeric,0,1.0
0,0,merelbeke,house,house,for-sale,9820,https://www.immoweb.be/en/classified/house/for-sale/merelbeke/9820/10099321?searchId=633aeaf1e42e4,good,0,0,0,299000,0,,3,Installed,246,0,240,numeric,0,1.0
0,0,marche-en-famenne,house,house,for-sale,6900,https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne/6900/10096224?searchId=633aeaf1e42e4,to rebuild,0,0,0,319000,0,4,2,Semi equipped,151,0,555,numeric,0,1.0
2500,16,ottignies-louvain-la-neuve,house,exceptional-property,for-sale,1340,https://www.immoweb.be/en/classified/exceptional-property/for-sale/ottignies-louvain-la-neuve/1340/9833807?searchId=633aeaf1e42e4,not mentioned,1,0,0,320000,1,4,1,Not installed,60,0,4500,numeric,0,0.0
110,16,uccle,house,house,for-sale,1180,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10106640?searchId=633aeaf1e42e4,to rebuild,1,1,0,325000,1,,2,,95,0,195,numeric,0,
0,0,hasselt,house,house,for-sale,3500,https://www.immoweb.be/en/classified/house/for-sale/hasselt/3500/10007197?searchId=633aeaf1e42e4,to renovate,0,0,0,325000,0,,3,Semi equipped,159,,549,numeric,0,1.0
0,0,montenaken,house,house,for-sale,3890,https://www.immoweb.be/en/classified/house/for-sale/montenaken/3890/9990828?searchId=633aeaf1e42e4,to renovate,0,0,0,325000,0,,5,Installed,271,,426,numeric,0,1.0
140,15,herstal-vottem,house,house,for-sale,4041,https://www.immoweb.be/en/classified/house/for-sale/herstal-vottem/4041/9938667?searchId=633aeaf1e42e4,as new,1,0,0,329900,1,2,3,Installed,135,0,270,numeric,0,1.0
0,0,la-louviere,house,mansion,bid,7100,https://www.immoweb.be/en/classified/mansion/for-sale/la-louviere/7100/9846249?searchId=633aeaf1e42e4,as new,0,0,0,330000,0,2,5,Hyper equipped,180,0,390,numeric,1,1.0
92,0,gent,house,house,for-sale,9032,https://www.immoweb.be/en/classified/house/for-sale/gent/9032/10111501?searchId=633aeaf1e42e4,to rebuild,0,0,0,330000,1,2,2,,130,0,227,numeric,0,
0,0,erembodegem,house,house,for-sale,9320,https://www.immoweb.be/en/classified/house/for-sale/erembodegem/9320/10116845?searchId=633aeaf1e42e4,as new,0,0,0,330000,0,,3,Installed,164,,509,numeric,0,1.0
307,50,helecine,house,house,for-sale,1357,https://www.immoweb.be/en/classified/house/for-sale/helecine/1357/10005956?searchId=633aeaf1e42e4,good,1,0,0,335000,1,2,4,USA hyper equipped,238,0,694,numeric,0,1.0
0,0,herselt,house,house,for-sale,2230,https://www.immoweb.be/en/classified/house/for-sale/herselt/2230/10033826?searchId=633aeaf1e42e4,not mentioned,0,0,0,335000,0,2,3,Installed,200,0,0,numeric,0,1.0
0,0,borgloon,house,house,for-sale,3840,https://www.immoweb.be/en/classified/house/for-sale/borgloon/3840/9938521?searchId=633aeaf1e42e4,not mentioned,0,0,0,335000,0,,4,Installed,184,0,1128,numeric,0,1.0
0,0,deerlijk,house,house,for-sale,8540,https://www.immoweb.be/en/classified/house/for-sale/deerlijk/8540/9991993?searchId=633aeaf1e42e4,good,0,0,0,335000,0,4,3,Installed,145,0,1400,numeric,0,1.0
0,0,deerlijk,house,bungalow,for-sale,8540,https://www.immoweb.be/en/classified/bungalow/for-sale/deerlijk/8540/9991991?searchId=633aeaf1e42e4,good,0,0,0,335000,0,4,3,Installed,145,0,1400,numeric,0,1.0
0,0,tongeren,house,house,for-sale,3700,https://www.immoweb.be/en/classified/house/for-sale/tongeren/3700/9907111?searchId=633aeaf1e42e4,not mentioned,0,0,0,339000,0,,5,Installed,189,0,1399,numeric,0,1.0
120,10,lievegem,house,house,for-sale,9930,https://www.immoweb.be/en/classified/house/for-sale/lievegem/9930/10120247?searchId=633aeaf1e42e4,as new,1,0,0,340000,1,3,3,Installed,151,,184,numeric,0,1.0
0,0,zarren,house,house,for-sale,8610,https://www.immoweb.be/en/classified/house/for-sale/zarren/8610/10056196?searchId=633aeaf1e42e4,good,0,0,0,349000,0,,3,Installed,,0,883,na,0,1.0
0,0,beveren-leie,house,house,for-sale,8791,https://www.immoweb.be/en/classified/house/for-sale/beveren-leie/8791/9907523?searchId=633aeaf1e42e4,good,0,0,0,349000,0,3,3,,,0,559,na,0,
0,0,wauthier-braine,house,villa,for-sale,1440,https://www.immoweb.be/en/classified/villa/for-sale/wauthier-braine/1440/9997979?searchId=633aeaf1e42e4,not mentioned,0,0,0,,0,,,,,,0,na,0,
0,0,rijkevorsel,house,house,for-sale,2310,https://www.immoweb.be/en/classified/house/for-sale/rijkevorsel/2310/10105102?searchId=633aeaf1e42e4,good,0,0,0,350000,0,2,3,Installed,249,0,390,numeric,0,1.0
163,19,quevaucamps,house,villa,for-sale,7972,https://www.immoweb.be/en/classified/villa/for-sale/quevaucamps/7972/10052440?searchId=633aeaf1e42e4,good,1,0,0,350000,1,4,4,Installed,280,,308,numeric,0,1.0
0,0,lombardsijde,house,house,for-sale,8434,https://www.immoweb.be/en/classified/house/for-sale/lombardsijde/8434/10084727?searchId=633aeaf1e42e4,good,0,0,0,350000,0,,3,Installed,93,0,0,numeric,0,1.0
0,24,gent-oostakker,house,house,for-sale,9041,https://www.immoweb.be/en/classified/house/for-sale/gent-oostakker/9041/9953686?searchId=633aeaf1e42e4,just renovated,1,0,0,359000,0,2,4,Installed,214,,171,numeric,0,1.0
0,0,berendrecht,house,house,for-sale,2040,https://www.immoweb.be/en/classified/house/for-sale/berendrecht/2040/10119724?searchId=633aeaf1e42e4,as new,0,0,0,369000,0,3,4,Hyper equipped,155,,414,numeric,0,1.0
300,0,lokeren,house,house,for-sale,9160,https://www.immoweb.be/en/classified/house/for-sale/lokeren/9160/9998765?searchId=633aeaf1e42e4,good,0,0,0,375000,1,3,3,Installed,182,0,489,numeric,0,1.0
62,35,oostende,house,house,for-sale,8400,https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/10069636?searchId=633aeaf1e42e4,as new,1,0,0,389000,1,2,3,Installed,225,,178,numeric,0,1.0
0,0,uccle,house,house,for-sale,1180,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10008664?searchId=633aeaf1e42e4,good,0,0,0,395000,0,2,2,Not installed,100,0,0,numeric,0,0.0
0,0,wavre,house,house,for-sale,1300,https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/10115124?searchId=633aeaf1e42e4,not mentioned,0,0,0,395000,0,,5,Installed,177,0,720,numeric,0,1.0
0,0,heule,house,house,for-sale,8501,https://www.immoweb.be/en/classified/house/for-sale/heule/8501/10068315?searchId=633aeaf1e42e4,good,0,0,0,395000,0,3,3,,200,0,379,numeric,0,
50,35,aalst-nieuwerkerken,house,house,for-sale,9320,https://www.immoweb.be/en/classified/house/for-sale/aalst-nieuwerkerken/9320/9988697?searchId=633aeaf1e42e4,as new,1,0,0,395000,1,2,3,Hyper equipped,190,,272,numeric,0,1.0
0,0,aartselaar,house,town-house,for-sale,2630,https://www.immoweb.be/en/classified/town-house/for-sale/aartselaar/2630/10009606?searchId=633aeaf1e42e4,to rebuild,0,0,0,399000,0,2,3,Installed,162,0,16,numeric,0,1.0
361,0,kortemark,house,house,for-sale,8610,https://www.immoweb.be/en/classified/house/for-sale/kortemark/8610/10014302?searchId=633aeaf1e42e4,good,0,0,0,399000,1,3,3,Installed,170,0,361,numeric,0,1.0
100,30,aalst,house,house,for-sale,9320,https://www.immoweb.be/en/classified/house/for-sale/aalst/9320/10113905?searchId=633aeaf1e42e4,as new,1,0,0,399000,1,,3,Hyper equipped,175,,418,numeric,0,1.0
0,0,bissegem,house,house,for-sale,8501,https://www.immoweb.be/en/classified/house/for-sale/bissegem/8501/10106785?searchId=633aeaf1e42e4,good,0,0,0,419000,0,3,4,,345,0,671,numeric,0,
200,30,kapelle-op-den-bos,house,house,for-sale,1880,https://www.immoweb.be/en/classified/house/for-sale/kapelle-op-den-bos/1880/10118634?searchId=633aeaf1e42e4,as new,1,0,0,425000,1,3,3,Hyper equipped,170,0,288,numeric,0,1.0
0,0,wachtebeke,house,house,for-sale,9185,https://www.immoweb.be/en/classified/house/for-sale/wachtebeke/9185/10083537?searchId=633aeaf1e42e4,good,0,0,1,425000,0,4,3,,223,,846,numeric,0,
0,0,kortessem,house,house,for-sale,3724,https://www.immoweb.be/en/classified/house/for-sale/kortessem/3724/10106505?searchId=633aeaf1e42e4,good,0,0,0,429000,0,3,4,Installed,182,0,779,numeric,0,1.0
0,0,nieuwerkerken,house,house,for-sale,9320,https://www.immoweb.be/en/classified/house/for-sale/nieuwerkerken/9320/10120580?searchId=633aeaf1e42e4,just renovated,0,0,0,449000,0,,4,Installed,205,,256,numeric,0,1.0
0,32,theux,house,house,for-sale,4910,https://www.immoweb.be/en/classified/house/for-sale/theux/4910/9895177?searchId=633aeaf1e42e4,as new,1,0,1,450000,0,3,3,Installed,245,0,769,numeric,0,1.0
110,0,roesbrugge-haringe,house,house,for-sale,8972,https://www.immoweb.be/en/classified/house/for-sale/roesbrugge-haringe/8972/9897871?searchId=633aeaf1e42e4,good,0,0,0,450000,1,2,4,,225,1,338,numeric,0,
0,0,evergem,house,house,for-sale,9940,https://www.immoweb.be/en/classified/house/for-sale/evergem/9940/10101184?searchId=633aeaf1e42e4,as new,0,0,1,450000,0,,3,Installed,164,,574,numeric,0,1.0
0,0,wielsbeke,house,house,for-sale,8710,https://www.immoweb.be/en/classified/house/for-sale/wielsbeke/8710/10060198?searchId=633aeaf1e42e4,just renovated,0,0,0,459000,0,,5,,184,0,472,numeric,0,
1431,30,merbes-le-chateau,house,house,for-sale,6567,https://www.immoweb.be/en/classified/house/for-sale/merbes-le-chateau/6567/9950307?searchId=633aeaf1e42e4,good,1,0,1,465000,1,4,7,Not installed,425,,1661,numeric,0,0.0
400,0,oostende,house,villa,for-sale,8400,https://www.immoweb.be/en/classified/villa/for-sale/oostende/8400/9806018?searchId=633aeaf1e42e4,to renovate,0,0,0,465000,1,4,4,,290,0,860,numeric,0,
0,20,evergem,house,exceptional-property,for-sale,9940,https://www.immoweb.be/en/classified/exceptional-property/for-sale/evergem/9940/10111182?searchId=633aeaf1e42e4,just renovated,1,0,0,466000,0,,2,USA hyper equipped,,0,420,na,0,1.0
60,100,liege,house,house,for-sale,4000,https://www.immoweb.be/en/classified/house/for-sale/liege/4000/9716244?searchId=633aeaf1e42e4,good,1,0,0,470000,1,2,2,Hyper equipped,175,,246,numeric,0,1.0
